nbest,n_lw,lm_weights,cv_wer_%,tune_wer_%,ng,nw,mean_pool,verify_wer_%,gap_vs_best_pp,gap_se_pp
25,5,1.5 3 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,44.568,4.619,0.0,0.0
25,5,1.5 2.5 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,45.036,4.726,0.0,0.0
25,6,1.5 2.5 3 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,45.412,4.726,0.0,0.0
25,6,0.5 1.5 3 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,56.242,4.619,0.0,0.0
25,6,0.5 1.5 2.5 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,56.705,4.726,0.0,0.0
25,7,0.5 1.5 2.5 3 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,57.076,4.726,0.0,0.0
50,5,1.5 3 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,87.155,4.511,0.0,0.0
50,5,1.5 2.5 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,87.671,4.619,0.0,0.0
50,6,1.5 2.5 3 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,88.795,4.619,0.0,0.0
50,6,0.5 1.5 3 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,112.215,4.511,0.0,0.0
50,6,0.5 1.5 2.5 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,112.72,,,
50,7,0.5 1.5 2.5 3 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,113.842,,,
75,5,1.5 3 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,127.37,,,
75,5,1.5 2.5 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,128.349,,,
75,6,1.5 2.5 3 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,130.295,,,
100,5,1.5 3 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,165.775,,,
75,6,0.5 1.5 3 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,166.3,,,
75,6,0.5 1.5 2.5 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,167.261,,,
100,5,1.5 2.5 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,167.861,,,
75,7,0.5 1.5 2.5 3 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,169.203,,,
100,6,1.5 2.5 3 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,170.594,,,
100,6,0.5 1.5 3 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,218.618,,,
100,6,0.5 1.5 2.5 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,220.678,4.619,0.0,0.0
100,7,0.5 1.5 2.5 3 3.5 4.5 5.5,4.985,4.866,2.1,-2.75,223.409,,,
25,4,1.5 3 3.5 4.5,4.998,4.893,2.1,-2.75,42.712,,,
25,4,1.5 2.5 3.5 4.5,4.998,4.893,2.1,-2.75,43.181,,,
25,4,1.5 3 3.5 5.5,4.998,4.879,2.1,-2.75,43.201,,,
25,4,1.5 3 4.5 5.5,4.998,4.879,2.1,-2.75,43.506,,,
25,5,1.5 2.5 3 3.5 4.5,4.998,4.893,2.1,-2.75,43.56,,,
25,5,1.5 2.5 3 3.5 5.5,4.998,4.879,2.1,-2.75,44.046,,,
25,5,1.5 2.5 3 4.5 5.5,4.998,4.879,2.1,-2.75,44.369,,,
25,5,0.5 1.5 3 3.5 4.5,4.998,4.893,2.1,-2.75,54.385,,,
25,5,0.5 1.5 2.5 3.5 4.5,4.998,4.893,2.1,-2.75,54.85,,,
25,5,0.5 1.5 3 3.5 5.5,4.998,4.879,2.1,-2.75,54.875,,,
25,5,0.5 1.5 3 4.5 5.5,4.998,4.879,2.1,-2.75,55.181,,,
25,6,0.5 1.5 2.5 3 3.5 4.5,4.998,4.893,2.1,-2.75,55.225,,,
25,6,0.5 1.5 2.5 3 3.5 5.5,4.998,4.879,2.1,-2.75,55.711,,,
25,6,0.5 1.5 2.5 3 4.5 5.5,4.998,4.879,2.1,-2.75,56.034,,,
50,4,1.5 3 3.5 4.5,4.998,4.893,2.1,-2.75,84.464,,,
50,4,1.5 3 4.5 5.5,4.998,4.879,2.1,-2.75,84.887,,,
50,4,1.5 3 3.5 5.5,4.998,4.879,2.1,-2.75,84.943,,,
50,4,1.5 2.5 3.5 4.5,4.998,4.893,2.1,-2.75,84.988,,,
50,5,1.5 2.5 3 3.5 4.5,4.998,4.893,2.1,-2.75,86.114,,,
50,5,1.5 2.5 3 4.5 5.5,4.998,4.879,2.1,-2.75,86.548,,,
50,5,1.5 2.5 3 3.5 5.5,4.998,4.879,2.1,-2.75,86.585,,,
50,5,0.5 1.5 3 3.5 4.5,4.998,4.893,2.1,-2.75,109.525,,,
50,5,0.5 1.5 3 4.5 5.5,4.998,4.879,2.1,-2.75,109.949,,,
50,5,0.5 1.5 3 3.5 5.5,4.998,4.879,2.1,-2.75,110.004,,,
50,5,0.5 1.5 2.5 3.5 4.5,4.998,4.893,2.1,-2.75,110.037,,,
50,6,0.5 1.5 2.5 3 3.5 4.5,4.998,4.893,2.1,-2.75,111.16,,,
50,6,0.5 1.5 2.5 3 4.5 5.5,4.998,4.879,2.1,-2.75,111.596,,,
50,6,0.5 1.5 2.5 3 3.5 5.5,4.998,4.879,2.1,-2.75,111.631,,,
75,4,1.5 3 3.5 4.5,4.998,4.893,2.1,-2.75,123.884,,,
75,4,1.5 3 4.5 5.5,4.998,4.879,2.1,-2.75,124.117,,,
75,4,1.5 3 3.5 5.5,4.998,4.879,2.1,-2.75,124.696,,,
75,4,1.5 2.5 3.5 4.5,4.998,4.893,2.1,-2.75,124.879,,,
75,5,1.5 2.5 3 3.5 4.5,4.998,4.893,2.1,-2.75,126.828,,,
75,5,1.5 2.5 3 4.5 5.5,4.998,4.879,2.1,-2.75,127.07,,,
75,5,1.5 2.5 3 3.5 5.5,4.998,4.879,2.1,-2.75,127.624,,,
100,4,1.5 3 3.5 4.5,4.998,4.893,2.1,-2.75,161.644,,,
100,4,1.5 3 4.5 5.5,4.998,4.879,2.1,-2.75,161.742,,,
75,5,0.5 1.5 3 3.5 4.5,4.998,4.893,2.1,-2.75,162.813,,,
100,4,1.5 3 3.5 5.5,4.998,4.879,2.1,-2.75,162.919,,,
75,5,0.5 1.5 3 4.5 5.5,4.998,4.879,2.1,-2.75,163.053,,,
75,5,0.5 1.5 3 3.5 5.5,4.998,4.879,2.1,-2.75,163.627,,,
100,4,1.5 2.5 3.5 4.5,4.998,4.893,2.1,-2.75,163.746,,,
75,5,0.5 1.5 2.5 3.5 4.5,4.998,4.893,2.1,-2.75,163.792,,,
75,6,0.5 1.5 2.5 3 3.5 4.5,4.998,4.893,2.1,-2.75,165.736,,,
75,6,0.5 1.5 2.5 3 4.5 5.5,4.998,4.879,2.1,-2.75,165.984,,,
100,5,1.5 2.5 3 3.5 4.5,4.998,4.893,2.1,-2.75,166.482,,,
75,6,0.5 1.5 2.5 3 3.5 5.5,4.998,4.879,2.1,-2.75,166.533,,,
100,5,1.5 2.5 3 4.5 5.5,4.998,4.879,2.1,-2.75,166.574,,,
100,5,1.5 2.5 3 3.5 5.5,4.998,4.879,2.1,-2.75,167.74,,,
100,5,0.5 1.5 3 3.5 4.5,4.998,4.893,2.1,-2.75,214.49,,,
100,5,0.5 1.5 3 4.5 5.5,4.998,4.879,2.1,-2.75,214.591,,,
100,5,0.5 1.5 3 3.5 5.5,4.998,4.879,2.1,-2.75,215.763,,,
100,5,0.5 1.5 2.5 3.5 4.5,4.998,4.893,2.1,-2.75,216.567,,,
100,6,0.5 1.5 2.5 3 3.5 4.5,4.998,4.893,2.1,-2.75,219.301,,,
100,6,0.5 1.5 2.5 3 4.5 5.5,4.998,4.879,2.1,-2.75,219.396,,,
100,6,0.5 1.5 2.5 3 3.5 5.5,4.998,4.879,2.1,-2.75,220.555,,,
25,3,1.5 3 5.5,5.011,4.893,2.1,-2.75,41.319,,,
25,3,1.5 3 4.5,5.011,4.906,2.1,-2.75,41.642,,,
25,4,1.5 2.5 3 5.5,5.011,4.893,2.1,-2.75,42.188,,,
25,4,1.5 2.5 3 4.5,5.011,4.906,2.1,-2.75,42.51,,,
25,4,1.5 2.5 4.5 5.5,5.011,4.893,2.1,-2.75,42.976,,,
25,4,1.5 2.5 3.5 5.5,5.011,4.893,2.1,-2.75,43.658,,,
25,4,0.5 1.5 3 5.5,5.011,4.893,2.1,-2.75,52.995,,,
25,4,0.5 1.5 3 4.5,5.011,4.906,2.1,-2.75,53.317,,,
25,5,0.5 1.5 2.5 3 5.5,5.011,4.893,2.1,-2.75,53.855,,,
25,5,0.5 1.5 2.5 3 4.5,5.011,4.906,2.1,-2.75,54.175,,,
25,5,0.5 1.5 2.5 4.5 5.5,5.011,4.893,2.1,-2.75,54.65,,,
25,5,0.5 1.5 2.5 3.5 5.5,5.011,4.893,2.1,-2.75,55.327,,,
50,3,1.5 3 5.5,5.011,4.893,2.1,-2.75,81.304,,,
50,3,1.5 3 4.5,5.011,4.906,2.1,-2.75,82.193,,,
50,4,1.5 2.5 4.5 5.5,5.011,4.893,2.1,-2.75,82.895,,,
50,4,1.5 2.5 3 5.5,5.011,4.893,2.1,-2.75,82.968,,,
50,4,1.5 2.5 3 4.5,5.011,4.906,2.1,-2.75,83.863,,,
50,4,1.5 2.5 3.5 5.5,5.011,4.893,2.1,-2.75,85.451,,,
50,4,0.5 1.5 3 5.5,5.011,4.893,2.1,-2.75,106.366,,,
50,4,0.5 1.5 3 4.5,5.011,4.906,2.1,-2.75,107.255,,,
50,5,0.5 1.5 2.5 4.5 5.5,5.011,4.893,2.1,-2.75,107.95,,,
50,5,0.5 1.5 2.5 3 5.5,5.011,4.893,2.1,-2.75,108.016,,,
50,5,0.5 1.5 2.5 3 4.5,5.011,4.906,2.1,-2.75,108.912,,,
50,5,0.5 1.5 2.5 3.5 5.5,5.011,4.893,2.1,-2.75,110.5,,,
75,3,1.5 3 5.5,5.011,4.893,2.1,-2.75,119.748,,,
75,3,1.5 3 4.5,5.011,4.906,2.1,-2.75,120.623,,,
75,4,1.5 2.5 4.5 5.5,5.011,4.893,2.1,-2.75,121.335,,,
75,4,1.5 2.5 3 5.5,5.011,4.893,2.1,-2.75,122.707,,,
75,4,1.5 2.5 3 4.5,5.011,4.906,2.1,-2.75,123.596,,,
75,4,1.5 2.5 3.5 5.5,5.011,4.893,2.1,-2.75,125.667,,,
100,3,1.5 3 5.5,5.011,4.893,2.1,-2.75,156.839,,,
100,3,1.5 3 4.5,5.011,4.906,2.1,-2.75,157.609,,,
75,4,0.5 1.5 3 5.5,5.011,4.893,2.1,-2.75,158.686,,,
100,4,1.5 2.5 4.5 5.5,5.011,4.893,2.1,-2.75,158.938,,,
75,4,0.5 1.5 3 4.5,5.011,4.906,2.1,-2.75,159.56,,,
75,5,0.5 1.5 2.5 4.5 5.5,5.011,4.893,2.1,-2.75,160.254,,,
75,5,0.5 1.5 2.5 3 5.5,5.011,4.893,2.1,-2.75,161.623,,,
100,4,1.5 2.5 3 5.5,5.011,4.893,2.1,-2.75,161.676,,,
100,4,1.5 2.5 3 4.5,5.011,4.906,2.1,-2.75,162.462,,,
75,5,0.5 1.5 2.5 3 4.5,5.011,4.906,2.1,-2.75,162.511,,,
75,5,0.5 1.5 2.5 3.5 5.5,5.011,4.893,2.1,-2.75,164.581,,,
100,4,1.5 2.5 3.5 5.5,5.011,4.893,2.1,-2.75,165.0,,,
100,4,0.5 1.5 3 5.5,5.011,4.893,2.1,-2.75,209.688,,,
100,4,0.5 1.5 3 4.5,5.011,4.906,2.1,-2.75,210.462,,,
100,5,0.5 1.5 2.5 4.5 5.5,5.011,4.893,2.1,-2.75,211.77,,,
100,5,0.5 1.5 2.5 3 5.5,5.011,4.893,2.1,-2.75,214.497,,,
100,5,0.5 1.5 2.5 3 4.5,5.011,4.906,2.1,-2.75,215.287,,,
100,5,0.5 1.5 2.5 3.5 5.5,5.011,4.893,2.1,-2.75,217.817,,,
25,4,3 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,33.441,,,
25,4,2.5 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,36.616,,,
25,5,2.5 3 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,37.004,,,
25,4,1.5 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,43.42,,,
25,5,0.5 3 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,51.954,,,
25,5,0.5 2.5 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,53.635,,,
25,6,0.5 2.5 3 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,54.014,,,
25,5,0.5 1.5 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,55.102,,,
50,4,3 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,63.268,,,
50,4,2.5 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,69.372,,,
50,5,2.5 3 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,70.516,,,
50,4,1.5 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,83.602,,,
75,4,3 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,90.778,,,
75,4,2.5 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,100.201,,,
75,5,2.5 3 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,102.163,,,
50,5,0.5 3 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,102.22,,,
50,5,0.5 2.5 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,105.351,,,
50,6,0.5 2.5 3 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,106.482,,,
50,5,0.5 1.5 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,108.677,,,
100,4,3 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,116.121,,,
75,4,1.5 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,120.748,,,
100,4,2.5 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,129.557,,,
100,5,2.5 3 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,132.309,,,
75,5,0.5 3 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,150.478,,,
75,5,0.5 2.5 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,155.518,,,
100,4,1.5 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,155.82,,,
75,6,0.5 2.5 3 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,157.469,,,
75,5,0.5 1.5 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,159.689,,,
100,5,0.5 3 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,196.789,,,
100,5,0.5 2.5 3.5 4.5 5.5,5.024,4.906,2.1,-2.75,204.465,,,
